,Airline,Source,Destination,Additional_Info,Price,month,Weekday,Dep_hour,Dep_min,Arrival_hour,Dur_hour,Dur_min,Arrival_min2,Stop1,Stop2,Stop3,Stop4,Total_stops1
2367,4,3,0,8,14781,5,5,20,0,8,12,15,15,2,7,3,13,1
2368,1,2,1,8,8907,6,4,13,30,23,9,30,0,3,6,6,13,1
2369,1,3,0,8,4145,5,5,20,45,23,2,35,20,2,5,29,13,0
2370,4,3,0,8,14151,6,0,20,25,9,13,20,45,2,14,3,13,1
2371,6,2,1,8,7845,3,6,6,0,15,9,30,30,3,7,6,13,1
2372,6,2,1,8,8099,5,6,9,15,19,10,0,15,3,7,6,13,1
2373,6,2,1,8,13377,5,1,15,0,1,10,30,30,3,7,6,13,1
2374,1,0,5,8,12734,3,5,6,50,11,28,30,20,0,20,27,6,2
2375,4,2,1,5,10262,6,6,22,50,4,5,35,25,3,7,6,13,1
2376,4,0,2,8,7229,5,6,18,55,22,3,5,0,0,13,29,13,0
2377,10,4,3,8,12395,3,1,8,45,9,24,40,25,1,14,13,13,1
2378,4,3,0,5,11134,3,3,19,45,9,13,30,15,2,7,3,13,1
2379,4,2,1,5,6540,3,4,13,0,18,5,50,50,3,7,6,13,1
2380,6,2,1,8,7354,6,4,6,40,19,12,35,15,3,7,6,13,1
2381,1,2,1,8,9548,6,1,12,0,7,19,40,40,3,28,4,5,2
2382,10,3,0,8,9187,5,2,7,10,10,27,35,45,2,14,3,13,1
2383,3,2,1,8,5054,5,4,7,35,12,4,35,10,3,20,6,13,1
2384,1,3,0,8,10413,6,0,10,0,20,10,25,25,2,14,3,13,1
2385,3,3,0,8,4804,5,1,21,25,0,2,40,5,2,5,29,13,0
2386,3,4,3,8,4049,6,2,6,25,7,1,30,55,1,19,29,13,0
2387,6,2,1,8,6795,6,4,19,0,1,6,30,30,3,7,6,13,1
2388,1,3,0,8,4435,3,4,20,45,23,2,35,20,2,5,29,13,0
2389,4,3,0,5,6224,6,0,16,30,4,12,10,40,2,7,3,13,1
2390,3,3,0,8,4804,6,0,20,20,22,2,35,55,2,5,29,13,0
2391,3,2,1,8,6171,4,1,5,5,16,11,5,10,3,20,6,13,1
2392,3,2,1,8,6093,6,6,11,25,21,9,35,0,3,7,6,13,1
2393,3,3,0,8,4174,4,6,17,15,19,2,35,50,2,5,29,13,0
2394,3,4,3,8,3342,5,6,2,35,4,1,30,5,1,19,29,13,0
2395,6,2,1,8,13587,6,6,10,0,21,11,0,0,3,7,6,13,1
2396,4,2,1,8,16079,5,5,21,50,4,6,35,25,3,7,6,13,1
2397,3,2,1,8,6015,4,4,5,35,8,3,15,50,3,10,29,13,0
2398,4,3,0,8,13067,5,0,17,0,19,26,10,10,2,14,3,13,1
2399,6,2,1,8,9103,5,6,4,55,12,7,40,35,3,7,6,13,1
2400,4,3,0,8,14151,5,0,20,25,23,27,10,35,2,14,3,13,1
2401,4,2,1,8,11538,3,6,6,20,18,12,30,50,3,24,4,5,2
2402,3,2,1,8,8146,3,5,8,35,21,12,45,20,3,20,22,5,2
2403,1,3,0,8,6117,5,6,19,0,4,9,40,40,2,20,3,13,1
2404,4,2,1,8,17024,3,3,2,15,4,26,10,25,3,7,6,13,1
2405,4,0,5,0,22270,3,4,14,5,7,17,35,40,0,7,8,13,1
2406,4,3,0,8,12692,6,0,20,25,21,24,40,5,2,14,3,13,1
2407,10,3,0,8,8610,6,0,7,10,20,13,10,20,2,14,3,13,1
2408,6,2,1,8,6723,6,1,7,10,22,15,20,30,3,20,6,13,1
2409,10,0,2,8,4878,5,4,17,0,19,2,35,35,0,13,29,13,0
2410,4,0,5,8,16736,3,1,20,35,7,11,5,40,0,7,8,13,1
2411,4,3,0,5,11134,3,3,13,55,9,19,20,15,2,7,3,13,1
2412,3,0,2,8,3943,5,5,4,0,6,2,50,50,0,13,29,13,0
2413,6,2,1,8,13587,6,0,9,0,21,12,0,0,3,7,6,13,1
2414,4,2,1,8,16914,3,1,5,25,4,23,0,25,3,21,4,5,2
2415,8,4,3,7,1965,5,2,22,45,0,1,30,15,1,19,29,13,0
2416,6,2,1,8,8073,5,4,13,0,21,8,0,0,3,7,6,13,1
2417,3,0,2,8,3943,6,6,13,0,15,2,50,50,0,13,29,13,0
2418,3,3,0,8,5170,5,4,15,15,20,4,50,5,2,20,3,13,1
2419,2,0,2,8,3398,5,6,11,40,14,2,50,30,0,13,29,13,0
2420,0,3,0,8,4409,4,4,10,20,12,2,35,55,2,5,29,13,0
2421,4,0,2,8,8541,6,0,17,45,20,3,0,45,0,13,29,13,0
2422,3,0,5,8,4777,3,4,4,0,6,2,50,50,0,13,29,13,0
2423,8,3,0,8,3847,3,1,22,20,0,2,20,40,2,5,29,13,0
2424,4,3,0,5,7064,4,0,18,55,12,17,5,0,2,7,3,13,1
2425,10,0,2,8,4668,5,1,21,0,23,2,50,50,0,13,29,13,0
2426,8,4,3,7,1965,3,1,22,45,0,1,25,10,1,19,29,13,0
2427,4,3,0,8,14781,5,5,6,30,16,9,50,20,2,7,3,13,1
2428,3,4,3,8,4049,6,2,9,10,10,1,30,40,1,19,29,13,0
2429,4,3,0,8,13584,5,2,18,55,8,13,20,15,2,7,3,13,1
2430,4,2,1,5,12373,5,2,20,55,12,15,40,35,3,7,6,13,1
2431,4,2,1,8,16079,5,1,16,0,19,27,0,0,3,7,6,13,1
2432,4,0,2,8,7229,5,0,8,20,11,3,0,20,0,13,29,13,0
2433,4,0,5,8,17471,3,1,21,25,21,23,55,20,0,7,8,13,1
2434,4,3,0,8,14781,5,4,6,30,16,9,50,20,2,7,3,13,1
2435,4,3,0,8,14571,6,0,6,30,19,13,20,50,2,7,3,13,1
2436,6,2,1,8,10197,5,2,3,50,12,8,45,35,3,7,6,13,1
2437,8,2,1,8,5975,6,3,17,55,22,4,55,50,3,6,6,13,1
2438,6,2,1,8,8535,4,6,17,45,1,7,45,30,3,7,6,13,1
2439,6,2,1,8,12537,3,6,9,55,21,11,5,0,3,7,6,13,1
2440,1,3,0,8,4145,5,0,20,45,23,2,35,20,2,5,29,13,0
2441,3,4,3,8,4049,3,0,9,10,10,1,30,40,1,19,29,13,0
2442,0,3,0,8,5192,5,4,22,40,10,12,0,40,2,14,3,13,1
2443,1,0,2,8,6121,5,4,21,5,23,2,50,55,0,13,29,13,0
2444,1,2,1,8,8669,6,1,3,50,19,15,25,15,3,7,6,13,1
2445,6,2,1,8,8476,5,2,6,0,19,13,15,15,3,7,6,13,1
2446,8,4,3,7,2647,6,0,5,45,7,1,30,15,1,19,29,13,0
2447,4,2,1,8,14714,6,4,20,55,19,22,5,0,3,7,6,13,1
2448,1,2,1,8,10566,3,1,20,30,8,11,45,15,3,6,6,13,1
2449,4,2,1,5,10262,6,2,11,30,19,7,30,0,3,7,6,13,1
2450,6,2,1,8,8098,3,4,10,0,1,15,35,35,3,7,6,13,1
2451,6,2,1,8,6883,3,6,10,0,21,11,0,0,3,7,6,13,1
2452,6,2,1,8,16108,6,2,10,0,19,9,15,15,3,7,6,13,1
2453,8,3,0,7,4413,3,1,17,15,19,2,30,45,2,5,29,13,0
2454,4,2,1,5,10919,6,3,14,35,12,22,0,35,3,34,4,5,2
2455,3,3,0,8,4804,5,4,21,25,0,2,40,5,2,5,29,13,0
2456,4,3,0,5,10539,6,4,20,25,10,14,30,55,2,14,3,13,1
2457,3,0,5,8,4377,3,5,22,20,1,2,50,10,0,13,29,13,0
2458,1,0,2,8,6961,6,4,6,10,8,2,45,55,0,13,29,13,0
2459,6,2,1,8,7408,5,1,13,0,21,8,0,0,3,7,6,13,1
2460,3,0,2,8,4823,5,4,18,55,21,2,55,50,0,13,29,13,0
2461,3,3,0,8,5198,3,4,14,20,16,2,35,55,2,5,29,13,0
2462,4,2,1,5,10262,6,3,17,30,19,25,30,0,3,7,6,13,1
2463,10,0,2,8,5613,4,2,17,0,19,2,35,35,0,13,29,13,0
2464,4,2,1,5,10262,6,0,20,55,4,7,30,25,3,7,6,13,1
2465,3,4,3,8,5755,5,5,9,10,10,1,30,40,1,19,29,13,0
2466,10,1,4,8,3687,5,5,7,5,9,2,15,20,4,8,29,13,0
2467,4,4,3,8,5678,6,6,19,35,21,1,30,5,1,19,29,13,0
2468,6,2,1,8,13542,3,4,18,15,1,7,20,35,3,7,6,13,1
2469,4,2,1,8,12347,3,4,19,15,18,23,35,50,3,7,6,13,1
2470,4,3,0,5,12384,5,5,9,35,19,9,35,10,2,14,3,13,1
2471,4,2,1,8,10909,4,6,5,30,4,22,55,25,3,28,4,5,2
2472,3,0,2,8,4823,6,6,16,55,19,3,0,55,0,13,29,13,0
2473,3,2,1,8,6069,6,0,16,0,21,5,0,0,3,7,6,13,1
2474,4,2,1,5,12898,5,5,16,0,19,27,0,0,3,7,6,13,1
2475,3,3,0,8,4804,6,2,4,40,7,2,35,15,2,5,29,13,0
2476,4,3,0,5,10031,3,3,8,25,4,20,20,45,2,7,3,13,1
2477,3,2,1,8,6442,6,0,7,35,22,14,55,30,3,20,6,13,1
2478,1,2,1,8,9653,5,5,12,0,7,19,40,40,3,28,4,5,2
2479,10,3,0,8,8610,6,0,17,0,20,27,20,20,2,14,3,13,1
2480,4,2,1,8,14714,6,0,14,0,19,5,0,0,3,7,6,13,1
2481,1,0,5,0,12599,3,4,0,30,23,23,25,55,0,0,8,13,1
2482,6,2,1,8,9103,5,4,4,55,19,14,5,0,3,7,6,13,1
2483,4,2,1,5,12898,5,5,22,50,4,5,35,25,3,7,6,13,1
2484,8,4,3,7,2647,6,4,5,45,7,1,30,15,1,19,29,13,0
2485,4,4,3,8,5678,3,3,7,10,8,1,25,35,1,19,29,13,0
2486,4,2,1,5,12373,5,2,19,15,12,17,20,35,3,7,6,13,1
2487,8,3,0,8,3847,3,6,17,15,19,2,30,45,2,5,29,13,0
2488,4,3,0,8,14151,5,5,17,0,18,25,0,0,2,14,3,13,1
2489,4,2,1,5,13843,3,1,8,0,4,20,25,25,3,7,6,13,1
2490,4,0,2,8,7229,5,2,15,15,18,2,55,10,0,13,29,13,0
2491,4,4,3,5,4995,6,5,2,55,4,1,25,20,1,19,29,13,0
2492,4,2,1,5,10262,6,4,20,55,4,7,30,25,3,7,6,13,1
2493,4,2,1,5,13029,5,4,5,30,4,22,55,25,3,28,4,5,2
2494,4,2,1,5,14053,3,5,19,15,4,9,10,25,3,7,6,13,1
2495,4,0,5,0,26890,3,4,16,55,7,14,45,40,0,7,8,13,1
2496,8,3,0,7,3841,4,0,17,10,19,2,30,40,2,5,29,13,0
2497,1,0,5,8,11003,3,4,10,30,22,12,25,55,0,42,8,13,1
2498,10,0,2,8,5403,4,6,11,30,14,2,50,20,0,13,29,13,0
2499,6,2,1,8,15342,3,3,8,0,18,10,50,50,3,7,6,13,1
2500,1,3,0,8,12224,6,0,20,30,13,17,15,45,2,14,7,3,2
2501,3,1,4,8,6297,3,0,19,35,21,2,20,55,4,8,29,13,0
2502,8,3,0,8,8844,5,2,15,55,21,5,30,25,2,23,3,13,1
2503,6,2,1,8,13377,6,3,14,0,1,11,30,30,3,7,6,13,1
2504,2,0,5,8,5706,3,5,20,55,23,2,55,50,0,13,29,13,0
2505,1,2,1,8,8372,6,0,21,0,7,10,40,40,3,7,6,13,1
2506,3,2,1,8,6526,5,1,6,40,21,14,20,0,3,7,6,13,1
2507,3,0,2,8,4823,6,3,16,55,19,2,50,45,0,13,29,13,0
2508,3,4,3,8,3175,6,1,16,55,18,1,30,25,1,19,29,13,0
2509,6,2,1,8,10407,5,6,9,0,19,10,0,0,3,7,6,13,1
2510,3,0,2,8,4423,4,4,4,0,6,2,50,50,0,13,29,13,0
2511,10,3,0,8,9555,5,4,17,0,20,27,20,20,2,14,3,13,1
2512,4,3,0,8,12681,4,0,16,30,16,23,50,20,2,7,3,13,1
2513,4,3,0,8,13059,6,4,14,5,4,14,35,40,2,7,3,13,1
2514,4,3,0,5,8586,5,4,16,30,10,17,35,5,2,7,3,13,1
2515,2,0,2,8,3419,4,5,20,55,23,2,45,40,0,13,29,13,0
2516,8,3,0,8,3873,6,6,17,10,19,2,30,40,2,5,29,13,0
2517,1,3,0,8,10203,6,4,10,0,20,10,25,25,2,14,3,13,1
2518,4,2,1,5,13029,5,1,19,30,4,8,55,25,3,28,4,5,2
2519,4,3,0,5,10844,5,6,16,30,22,6,5,35,2,7,3,13,1
2520,4,3,0,5,11134,3,3,18,55,8,13,15,10,2,7,3,13,1
2521,10,3,0,8,8610,6,0,20,20,18,22,30,50,2,14,3,13,1
2522,3,3,0,8,4174,4,1,20,20,22,2,35,55,2,5,29,13,0
2523,4,0,5,5,11087,3,5,8,0,9,25,30,30,0,7,8,13,1
2524,8,0,2,8,3971,6,5,21,10,0,2,55,5,0,13,29,13,0
2525,4,2,1,8,17531,4,6,7,5,19,11,55,0,3,7,6,13,1
2526,8,0,2,7,3573,6,4,5,55,8,2,40,35,0,13,29,13,0
2527,1,3,0,8,8366,5,2,9,25,7,22,30,55,2,7,3,13,1
2528,1,3,0,8,13885,3,3,14,15,16,2,30,45,2,5,29,13,0
2529,6,2,1,8,18485,6,0,17,50,1,7,40,30,3,26,4,5,2
2530,0,3,0,8,4409,4,2,19,55,22,2,30,25,2,5,29,13,0
2531,10,3,0,8,8085,5,2,20,20,23,27,5,25,2,14,3,13,1
2532,6,2,1,8,13377,6,4,17,30,1,8,0,30,3,7,6,13,1
2533,1,2,1,8,13538,5,5,13,20,7,18,20,40,3,41,4,5,2
2534,6,2,1,8,15147,3,1,19,0,1,6,35,35,3,7,6,13,1
2535,4,0,2,5,4030,5,1,11,10,14,2,55,5,0,13,29,13,0
2536,6,2,1,8,14848,6,4,8,0,19,11,15,15,3,7,6,13,1
2537,4,0,5,8,13555,3,1,22,50,8,9,25,15,0,7,8,13,1
2538,1,2,1,8,10975,5,2,7,5,9,26,20,25,3,20,22,5,2
2539,4,2,1,5,13029,5,5,9,40,12,26,55,35,3,28,4,5,2
2540,4,3,0,5,9663,5,4,8,25,9,24,55,20,2,7,3,13,1
2541,4,4,3,5,4050,6,3,10,20,11,1,30,50,1,19,29,13,0
2542,4,2,1,8,14714,6,6,17,30,4,10,55,25,3,7,6,13,1
2543,1,0,5,8,11213,3,4,10,30,21,10,55,25,0,42,14,6,2
2544,4,0,2,5,4544,4,6,6,0,8,2,45,45,0,13,29,13,0
2545,8,3,0,8,3873,6,2,9,0,11,2,25,25,2,5,29,13,0
2546,6,2,1,8,12537,4,6,13,0,21,8,0,0,3,7,6,13,1
2547,4,3,0,8,13067,5,6,9,35,19,9,35,10,2,14,3,13,1
2548,4,2,1,8,16704,5,4,23,5,4,29,20,25,3,0,4,5,2
2549,1,0,5,8,8714,3,0,6,45,12,5,30,15,0,7,8,13,1
2550,4,2,1,8,13376,6,6,14,35,12,22,0,35,3,34,4,5,2
2551,8,1,4,8,3597,6,4,8,20,10,2,15,35,4,8,29,13,0
2552,6,2,1,8,7670,5,2,12,50,1,12,40,30,3,7,6,13,1
2553,1,3,0,8,14410,3,3,9,50,23,37,25,15,2,15,9,3,2
2554,1,2,1,8,7480,5,6,9,45,9,23,40,25,3,33,6,13,1
2555,4,3,0,8,13584,5,4,20,0,18,22,15,15,2,7,3,13,1
2556,4,0,5,0,25735,3,4,16,55,10,17,30,25,0,7,8,13,1
2557,4,0,2,5,4544,4,0,17,45,20,3,0,45,0,13,29,13,0
2558,6,2,1,8,8099,5,5,9,15,19,10,0,15,3,7,6,13,1
2559,4,3,0,5,10844,5,6,16,30,4,12,10,40,2,7,3,13,1
2560,4,2,1,8,12557,3,4,19,15,4,9,10,25,3,7,6,13,1
2561,4,2,1,8,9564,5,4,11,0,14,3,15,15,3,10,29,13,0
2562,4,0,5,8,13817,3,5,21,25,9,12,5,30,0,7,8,13,1
2563,4,3,0,5,12384,5,2,9,35,19,9,35,10,2,14,3,13,1
2564,6,2,1,8,7575,5,5,4,55,19,14,20,15,3,7,6,13,1
2565,1,3,0,8,14120,5,6,16,45,12,19,15,0,2,15,9,3,2
2566,6,2,1,8,6916,3,5,7,5,22,15,15,20,3,20,6,13,1
2567,6,2,1,8,7878,5,1,7,10,22,15,20,30,3,20,6,13,1
2568,4,0,5,5,11087,3,1,22,50,20,21,30,20,0,7,8,13,1
2569,3,3,0,8,4804,4,2,14,25,16,2,30,55,2,5,29,13,0
2570,8,1,4,8,3597,6,2,9,45,12,2,15,0,4,8,29,13,0
2571,1,3,0,8,12723,5,6,5,50,16,34,25,15,2,25,9,3,2
2572,3,4,3,8,2227,5,6,20,5,21,1,35,40,1,19,29,13,0
2573,1,2,1,8,9929,5,0,7,0,19,12,15,15,3,7,6,13,1
2574,4,3,0,5,11841,6,0,21,10,9,12,10,20,2,7,3,13,1
2575,4,2,1,5,12373,5,4,11,30,4,16,55,25,3,7,6,13,1
2576,4,2,1,5,12898,5,5,20,55,19,22,5,0,3,7,6,13,1
2577,1,2,1,8,15113,3,3,5,55,7,25,45,40,3,4,4,5,2
2578,6,2,1,8,10529,5,2,11,40,19,7,20,0,3,7,6,13,1
2579,1,2,1,8,8875,3,6,13,5,7,18,35,40,3,20,4,5,2
2580,4,3,0,5,10844,5,6,8,25,20,12,20,45,2,7,3,13,1
2581,1,0,5,8,15676,3,4,6,10,8,2,45,55,0,13,29,13,0
2582,4,3,0,5,7064,4,0,8,25,23,15,10,35,2,7,3,13,1
2583,4,3,0,5,10844,6,0,8,25,19,11,25,50,2,7,3,13,1
2584,4,4,3,8,19595,3,1,14,0,16,26,50,50,1,14,13,13,1
2585,4,3,0,8,13941,5,2,14,5,8,18,10,15,2,7,3,13,1
2586,3,2,1,8,6790,3,4,8,35,16,7,35,10,3,20,6,13,1
2587,8,3,0,7,3841,4,2,9,0,11,2,25,25,2,5,29,13,0
2588,4,0,5,5,11087,3,1,11,40,9,21,20,0,0,7,8,13,1
2589,1,2,1,8,11491,5,6,19,45,19,23,30,15,3,0,4,5,2
2590,3,0,2,8,3943,4,6,5,30,8,2,50,20,0,13,29,13,0
2591,4,0,5,8,22270,3,4,11,40,7,20,0,40,0,7,8,13,1
2592,10,0,2,8,4878,6,0,17,0,19,2,35,35,0,13,29,13,0
2593,4,2,1,8,14714,6,0,22,50,4,5,35,25,3,7,6,13,1
2594,6,2,1,8,10877,6,1,6,40,19,12,20,0,3,7,6,13,1
2595,1,2,1,8,9653,6,2,19,45,19,23,30,15,3,0,4,5,2
2596,4,3,0,8,14571,5,0,20,0,12,16,0,0,2,7,3,13,1
2597,4,3,0,5,7064,4,0,18,55,20,25,50,45,2,7,3,13,1
2598,3,3,0,8,5618,3,1,15,20,17,2,35,55,2,5,29,13,0
2599,6,2,1,8,13727,5,6,14,0,1,11,30,30,3,7,6,13,1
2600,10,2,1,8,4851,4,0,14,40,17,3,10,50,3,10,29,13,0
2601,1,3,0,8,15187,3,3,9,10,21,12,40,50,2,2,4,3,2
2602,2,0,2,8,3419,5,6,7,45,10,2,55,40,0,13,29,13,0
2603,3,0,2,8,3943,4,0,6,5,8,2,45,50,0,13,29,13,0
2604,4,2,1,8,15129,5,2,9,40,12,26,55,35,3,28,4,5,2
2605,3,0,2,8,3419,6,0,0,25,3,2,50,15,0,13,29,13,0
2606,1,2,1,8,10861,5,5,20,0,19,23,15,15,3,4,4,5,2
2607,3,2,1,8,7074,4,3,5,10,10,4,55,5,3,6,6,13,1
2608,1,3,0,8,11542,5,6,9,25,15,29,40,5,2,7,7,3,2
2609,3,2,1,8,6968,4,3,6,50,12,5,20,10,3,20,6,13,1
2610,4,0,2,5,5769,6,0,17,45,20,3,0,45,0,13,29,13,0
2611,10,3,0,8,7927,6,0,20,20,22,26,20,40,2,14,3,13,1
2612,4,3,0,8,13044,6,0,18,55,8,13,20,15,2,7,3,13,1
2613,4,2,1,8,15129,5,5,23,5,12,13,30,35,3,0,4,5,2
2614,8,3,0,7,3841,5,2,9,0,11,2,25,25,2,5,29,13,0
2615,3,3,0,8,4804,6,1,20,20,22,2,35,55,2,5,29,13,0
2616,8,0,2,7,4319,4,6,5,55,8,2,40,35,0,13,29,13,0
2617,4,2,1,8,16079,5,1,21,50,19,21,10,0,3,7,6,13,1
2618,4,0,5,8,54826,3,1,22,50,5,6,15,5,0,7,8,13,1
2619,3,2,1,8,12351,3,5,17,30,1,8,5,35,3,7,6,13,1
2620,4,3,0,8,13067,5,6,17,0,19,26,10,10,2,14,3,13,1
2621,4,0,5,8,13817,3,5,18,55,7,12,45,40,0,7,8,13,1
2622,8,0,2,8,3625,5,5,21,10,0,2,55,5,0,13,29,13,0
2623,1,4,3,8,18293,3,5,9,40,15,29,35,15,1,29,20,7,3
2624,10,0,2,8,5613,4,0,19,30,22,2,45,15,0,13,29,13,0
2625,1,2,1,8,11038,3,1,6,10,8,26,5,15,3,6,6,13,1
2626,3,0,2,8,4077,4,1,6,5,8,2,45,50,0,13,29,13,0
2627,6,2,1,8,6883,3,6,8,0,21,13,0,0,3,7,6,13,1
2628,1,0,5,8,19508,3,3,17,0,19,2,45,45,0,13,29,13,0
2629,1,0,5,8,8714,3,0,8,50,23,14,25,15,0,7,8,13,1
2630,3,3,0,8,4804,5,2,4,40,7,2,35,15,2,5,29,13,0
2631,6,2,1,8,15078,3,3,8,0,15,7,30,30,3,7,6,13,1
2632,8,3,0,7,4807,4,3,17,10,19,2,30,40,2,5,29,13,0
2633,6,2,1,8,21829,3,1,11,35,21,9,25,0,3,17,15,4,3
2634,10,0,5,8,5403,3,3,11,30,14,2,40,10,0,13,29,13,0
2635,4,0,5,8,26890,3,4,7,0,16,9,10,10,0,7,8,13,1
2636,2,3,0,8,7335,5,2,23,30,7,8,15,45,2,7,3,13,1
2637,4,2,1,5,9412,3,6,17,35,4,10,50,25,3,33,4,5,2
2638,4,3,0,5,10844,5,5,8,25,19,11,25,50,2,7,3,13,1
2639,3,0,2,8,4990,6,4,18,55,21,2,55,50,0,13,29,13,0
2640,4,2,1,8,16704,5,1,23,5,4,29,20,25,3,0,4,5,2
2641,1,2,1,8,7711,4,6,5,55,19,37,20,15,3,34,4,5,2
2642,4,2,1,5,10262,6,6,17,30,4,10,55,25,3,7,6,13,1
2643,6,2,1,5,6007,6,1,12,50,21,8,10,0,3,7,6,13,1
2644,1,3,0,8,12219,4,0,9,25,5,20,0,25,2,7,0,3,2
2645,2,0,2,8,3898,5,2,20,55,23,2,45,40,0,13,29,13,0
2646,4,3,0,8,11467,5,6,17,0,22,29,5,5,2,14,3,13,1
2647,1,3,0,8,12534,5,2,8,20,20,12,5,25,2,28,9,3,2
2648,4,3,0,5,10844,6,4,8,25,18,9,50,15,2,7,3,13,1
2649,8,0,5,8,4377,3,3,5,45,8,2,50,35,0,13,29,13,0
2650,10,1,4,8,11982,6,0,17,45,20,2,20,5,4,8,29,13,0
2651,8,0,2,8,4423,6,0,9,30,12,2,50,20,0,13,29,13,0
2652,4,2,1,8,17234,3,3,19,15,4,9,10,25,3,7,6,13,1
2653,10,3,0,8,8295,4,0,7,10,22,15,45,55,2,14,3,13,1
2654,4,2,1,5,15864,3,1,5,30,19,38,15,45,3,28,4,5,2
2655,2,0,2,8,3398,5,1,11,40,14,2,50,30,0,13,29,13,0
2656,6,2,1,8,7198,6,0,13,0,1,12,30,30,3,7,6,13,1
2657,4,0,2,8,7229,4,5,6,0,8,2,45,45,0,13,29,13,0
2658,4,2,1,8,13014,6,0,5,30,4,22,55,25,3,28,4,5,2
2659,1,3,0,8,6528,5,4,14,35,14,24,0,35,2,33,3,13,1
2660,4,2,1,8,13292,6,0,9,35,12,27,0,35,3,21,4,5,2
2661,4,2,1,8,15129,5,5,19,10,19,23,50,0,3,0,4,5,2
2662,1,2,1,8,11071,6,2,20,0,19,23,15,15,3,4,4,5,2
2663,8,3,0,8,4174,4,3,6,55,9,2,35,30,2,5,29,13,0
2664,6,2,1,8,11299,3,6,4,0,18,14,50,50,3,7,6,13,1
2665,4,2,1,5,12373,5,2,19,45,12,16,50,35,3,7,6,13,1
2666,1,0,5,8,13439,3,4,5,50,9,27,25,15,0,9,8,13,1
2667,3,3,0,8,4804,5,2,20,20,22,2,35,55,2,5,29,13,0
2668,1,3,0,8,11642,5,4,9,25,5,20,10,35,2,7,11,3,2
2669,3,0,2,8,3419,6,5,0,25,3,2,50,15,0,13,29,13,0
2670,3,3,0,8,6103,5,5,6,35,12,5,35,10,2,38,14,3,2
2671,1,3,0,8,13033,5,4,7,0,1,18,20,20,2,14,7,3,2
2672,4,0,5,5,11245,3,1,8,55,15,7,0,55,0,7,21,6,2
2673,4,3,0,5,10056,4,0,6,30,12,5,30,0,2,7,3,13,1
2674,4,3,0,5,10539,6,4,20,25,14,18,0,25,2,14,3,13,1
2675,3,1,4,8,5277,3,1,22,5,0,2,20,25,4,8,29,13,0
2676,1,3,0,8,11936,5,5,10,0,23,13,15,15,2,14,3,13,1
2677,4,2,1,8,13014,6,0,5,30,4,22,55,25,3,28,4,5,2
2678,10,3,0,8,8820,6,4,17,0,20,27,20,20,2,14,3,13,1
2679,4,2,1,5,12373,5,4,15,0,12,21,35,35,3,7,6,13,1
2680,4,2,1,5,10262,6,3,9,0,12,27,35,35,3,7,6,13,1
2681,4,4,3,5,4995,6,6,7,5,8,1,25,30,1,19,29,13,0
2682,4,2,1,5,7438,3,6,21,50,19,21,55,45,3,7,6,13,1
2683,3,3,0,8,4148,3,4,5,30,8,2,50,20,2,5,29,13,0
2684,3,1,4,8,3597,5,1,14,45,17,2,20,5,4,8,29,13,0
2685,0,3,0,8,5192,5,2,7,35,23,15,55,30,2,14,3,13,1
2686,4,0,5,8,16736,3,1,8,0,20,12,20,20,0,7,8,13,1
2687,6,2,1,8,7933,6,3,13,0,21,8,0,0,3,7,6,13,1
2688,1,2,1,8,8879,5,2,8,0,19,11,15,15,3,7,6,13,1
2689,3,2,1,8,5000,5,4,14,25,17,3,15,40,3,10,29,13,0
2690,10,3,0,8,8137,5,6,17,0,9,16,5,5,2,14,3,13,1
2691,1,2,1,8,22096,3,5,16,55,19,26,20,15,3,9,4,5,2
2692,8,0,5,7,4273,3,3,5,45,8,2,50,35,0,13,29,13,0
2693,4,0,5,8,35185,3,4,18,40,0,6,5,45,0,7,8,13,1
2694,3,3,0,8,4226,4,1,19,35,23,3,40,15,2,2,3,13,1
2695,4,3,0,5,10844,5,2,8,25,16,7,55,20,2,7,3,13,1
2696,3,4,3,8,2754,6,0,12,0,13,1,30,30,1,19,29,13,0
2697,3,3,0,8,6301,6,4,10,30,16,5,35,5,2,44,3,13,1
2698,1,3,0,8,13222,5,2,9,25,13,28,20,45,2,7,7,3,2
2699,4,2,1,5,12898,5,5,17,30,12,19,5,35,3,7,6,13,1
2700,1,0,5,8,12127,3,5,6,45,20,13,50,35,0,7,8,13,1
2701,4,3,0,8,13067,5,5,20,25,22,25,40,5,2,14,3,13,1
2702,1,3,0,8,9920,4,0,16,45,20,27,40,25,2,15,9,3,2
2703,2,0,2,8,4239,4,0,7,45,10,2,55,40,0,13,29,13,0
2704,4,2,1,8,14714,6,4,21,50,19,21,10,0,3,7,6,13,1
2705,3,3,0,8,6218,5,6,18,5,23,5,25,30,2,34,3,13,1
2706,3,1,4,8,7295,3,4,5,15,7,2,20,35,4,8,29,13,0
2707,6,2,1,8,7408,6,0,3,50,11,7,40,30,3,7,6,13,1
2708,4,3,0,5,13994,6,0,9,35,18,8,25,0,2,14,3,13,1
2709,3,3,0,8,5224,5,6,14,25,16,2,30,55,2,5,29,13,0
2710,8,4,3,8,4391,3,5,5,45,7,1,20,5,1,19,29,13,0
2711,1,3,0,8,14109,5,2,10,0,5,19,25,25,2,14,0,3,2
2712,8,0,2,7,4885,4,2,9,30,12,2,50,20,0,13,29,13,0
2713,4,0,2,8,8016,6,3,8,20,11,3,0,20,0,13,29,13,0
